System Time;Total Milliseconds;Speed;GasPedalPosition;BrakePedalPosition;ClutchPedalPosition;RPM;
20211220_165923.6337;47.0941;0;0;0;0;0;
20211220_165923.6693;82.688;0;0;0;0;0;
20211220_165923.7014;114.774;0;0;0;0;0;
20211220_165923.7315;144.8543;0;0;0;0;0;
20211220_165923.7726;185.9631;0;0;0;0;0;
20211220_165923.7956;209.025;0;0;0;0;0;
20211220_165923.8227;236.0961;0;0;0;0;0;
20211220_165923.8558;269.1843;0;0;0;0;0;
20211220_165923.8885;301.8939;0;0;0;0;0;
20211220_165923.9156;328.9664;0;0;0;0;0;
20211220_165923.9331;346.513;0;0;0;0;0;
20211220_165923.9888;402.1609;0;0;0;0;0;
20211220_165924.0128;426.2252;0;0;0;0;0;
20211220_165924.0389;452.2942;0;0;0;0;0;
20211220_165924.0720;485.3827;0;0;0;0;0;
20211220_165924.1071;520.4762;0;0;0;0;0;
20211220_165924.1392;552.5612;0;0;0;0;0;
20211220_165924.1848;598.1828;0;0;0;0;0;
20211220_165924.2109;624.2518;0;0;0;0;0;
20211220_165924.2439;657.3413;0;0;0;0;0;
20211220_165924.2726;685.9447;0;0;0;0;0;
20211220_165924.2946;707.974;0;0;0;0;0;
20211220_165924.3272;740.5901;0;0;0;0;0;
20211220_165924.3979;811.2611;0;0;0;0;0;
20211220_165924.4179;831.3151;0;0;0;0;0;
20211220_165924.4510;864.4029;0;0;0;0;0;
20211220_165924.4796;893.0067;0;0;0;0;0;
20211220_165924.5112;924.6148;0;0;0;0;0;
20211220_165924.5399;953.2728;0;0;0;0;0;
20211220_165924.6056;1019;0;0;0;0;0;
20211220_165924.6232;1036.5458;0;0;0;0;0;
20211220_165924.6408;1054.1662;0;0;0;0;0;
20211220_165924.6697;1083.0832;0;0;0;0;0;
20211220_165924.6978;1111.1596;0;0;0;0;0;
20211220_165924.7261;1139.4486;0;0;0;0;0;
20211220_165924.7442;1157.6058;0;0;0;0;0;
20211220_165924.8084;1221.771;0;0;0;0;0;
20211220_165924.8251;1238.4909;0;0;0;0;0;
20211220_165924.8512;1264.5609;0;0;0;0;0;
20211220_165924.8697;1283.109;0;0;0;0;0;
20211220_165924.8883;1301.6891;0;0;0;0;0;
20211220_165924.9158;1329.2323;0;0;0;0;0;
20211220_165924.9329;1346.2778;0;0;0;0;0;
20211220_165924.9981;1411.4513;0;0;0;0;0;
20211220_165925.0241;1437.5196;0;0;0;0;0;
20211220_165925.0442;1457.5729;0;0;0;0;0;
20211220_165925.0763;1489.6589;0;0;0;0;0;
20211220_165925.1063;1519.7389;0;0;0;0;0;
20211220_165925.1364;1549.8183;0;0;0;0;0;
20211220_165925.1961;1609.4782;0;0;0;0;0;
20211220_165925.2317;1645.0724;0;0;0;0;0;
20211220_165925.2643;1677.6738;0;0;0;0;0;
20211220_165925.2966;1710.0302;0;0;0;0;0;
20211220_165925.3257;1739.1067;0;0;0;0;0;
20211220_165925.3548;1768.2125;0;0;0;0;0;
20211220_165925.4039;1817.3147;0;0;0;0;0;
20211220_165925.4315;1844.8886;0;0;0;0;0;
20211220_165925.4515;1864.9416;0;0;0;0;0;
20211220_165925.4786;1892.0131;0;0;0;0;0;
20211220_165925.4977;1911.0639;0;0;0;0;0;
20211220_165925.5152;1928.6135;0;0;0;0;0;
20211220_165925.5433;1956.7135;0;0;0;0;0;
20211220_165925.6255;2038.9048;0;0;0;0;0;
20211220_165925.6501;2063.4859;0;0;0;0;0;
20211220_165925.6702;2083.5512;0;0;0;0;0;
20211220_165925.6992;2112.6284;0;0;0;0;0;
20211220_165925.7348;2148.2243;0;0.006493513;0;0;0;
20211220_165925.7634;2176.8209;0;0.006493513;0;0;0;
20211220_165925.8341;2247.5052;0;0.006493513;0;0;0;
20211220_165925.8592;2272.572;0;0.006493513;0;0;0;
20211220_165925.8878;2301.1477;0;0.006493513;0;0;0;
20211220_165925.9198;2333.2331;0;0.006493513;0;0;0;
20211220_165925.9489;2362.3109;0;0.006493513;0;0;0;
20211220_165926.0226;2436.043;0;0.006493513;0;0;0;
20211220_165926.0447;2458.0641;0;0.006493513;0;0;0;
20211220_165926.0768;2490.1501;0;0.006493513;0;0;0;
20211220_165926.1018;2515.2166;0;0.006493513;0;0;0;
20211220_165926.1209;2534.2674;0;0.006493513;0;0;0;
20211220_165926.1389;2552.3158;0;0.006493513;0;0;0;
20211220_165926.1710;2584.4342;0;0.006493513;0;0;0;
20211220_165926.2182;2631.5607;0;0.006493513;0;0;0;
20211220_165926.2420;2655.3964;0;0.008928571;0;0;0;
20211220_165926.2609;2674.3042;0;0.008928571;0;0;0;
20211220_165926.2931;2706.5267;0;0.008928571;0;0;0;
20211220_165926.3252;2738.6411;0;0.008928571;0;0;0;
20211220_165926.3568;2770.225;0;0.008928571;0;0;0;
20211220_165926.4345;2847.8991;0;0.008928571;0;0;0;
20211220_165926.4623;2875.6857;0;0.008928571;0;0;0;
20211220_165926.4818;2895.1963;0;0.008928571;0;0;0;
20211220_165926.5009;2914.2465;0;0.008928571;0;0;0;
20211220_165926.5241;2937.4981;0;0.008928571;0;0;0;
20211220_165926.5447;2958.0505;0;0.008928571;0;0;0;
20211220_165926.5742;2987.5516;0;0.008928571;0;0;0;
20211220_165926.6303;3043.7057;0;0.008928571;0;0;0;
20211220_165926.6504;3063.7583;0;0.008928571;0;0;0;
20211220_165926.6909;3104.2671;0;0.008928571;0;0;0;
20211220_165926.7134;3126.8265;0;0.008928571;0;0;0;
20211220_165926.7475;3160.8861;0;0.008928571;0;0;0;
20211220_165926.7646;3178.0169;0;0.008928571;0;0;0;
20211220_165926.8355;3248.9108;0;0.008928571;0;0;0;
20211220_165926.8575;3270.9223;0;0.008928571;0;0;0;
20211220_165926.8856;3298.9956;0;0.008928571;0;0;0;
20211220_165926.9204;3333.7656;0;0.008928571;0;0;0;
20211220_165926.9500;3363.3762;0;0.008928571;0;0;0;
20211220_165926.9821;3395.537;0;0.008928571;0;0;0;
20211220_165927.0313;3444.6695;0;0.008928571;0;0;0;
20211220_165927.0561;3469.522;0;0.008928571;0;0;0;
20211220_165927.0754;3488.8302;0;0.008928571;0;0;0;
20211220_165927.1045;3517.9063;0;0.008928571;0;0;0;
20211220_165927.1367;3550.0947;0;0.008928571;0;0;0;
20211220_165927.1700;3583.3641;0;0.008928571;0;0;0;
20211220_165927.2418;3655.1598;0;0.01623377;0;0;0;
20211220_165927.2642;3677.5851;0;0.01623377;0;0;0;
20211220_165927.2931;3706.4803;0;0.01623377;0;0;0;
20211220_165927.3237;3737.0925;0;0.01623377;0;0;0;
20211220_165927.3528;3766.1672;0;0.01623377;0;0;0;
20211220_165927.3718;3785.1467;0;0.01623377;0;0;0;
20211220_165927.3904;3803.8095;0;0.01623377;0;0;0;
20211220_165927.4451;3858.4852;0;0.01623377;0;0;0;
20211220_165927.4819;3895.2731;0;0.01623377;0;0;0;
20211220_165927.5158;3929.1829;0;0.01623377;0;0;0;
20211220_165927.5389;3952.27;0;0.01623377;0;0;0;
20211220_165927.5570;3970.433;0;0.01623377;0;0;0;
20211220_165927.5746;3987.9499;0;0.01623377;0;0;0;
20211220_165927.6480;4061.3516;0;0.01623377;0;0;0;
20211220_165927.6865;4099.9417;0;0.01623377;0;0;0;
20211220_165927.7106;4123.9722;0;0.01623377;0;0;0;
20211220_165927.7306;4144.0249;0;0.01623377;0;0;0;
20211220_165927.7617;4175.108;0;0.01623377;0;0;0;
20211220_165927.7889;4202.2693;0;0.01623377;0;0;0;
20211220_165927.8490;4262.4296;0;0.01623377;0;0;0;
20211220_165927.8686;4281.9809;0;0.01623377;0;0;0;
20211220_165927.8876;4300.9784;0;0.01623377;0;0;0;
20211220_165927.9202;4333.5642;0;0.01623377;0;0;0;
20211220_165927.9497;4363.1431;0;0.01623377;0;0;0;
20211220_165927.9767;4390.0657;0;0.01623377;0;0;0;
20211220_165928.0004;4413.8256;0;0.01623377;0;0;0;
20211220_165928.0546;4467.9682;0;0.01623377;0;0;0;
20211220_165928.0746;4487.9495;0;0.01623377;0;0;0;
20211220_165928.1102;4523.5496;0;0.01623377;0;0;0;
20211220_165928.1382;4551.6423;0;0.01623377;0;0;0;
20211220_165928.1712;4584.6383;0;0.01623377;0;0;0;
20211220_165928.1996;4612.998;0;0.01623377;0;0;0;
20211220_165928.2452;4658.5848;0;0.01866883;0;0;0;
