System Time;Total Milliseconds;Speed;GasPedalPosition;BrakePedalPosition;ClutchPedalPosition;RPM;
20211220_161019.4703;36.5978;0;0;0.345213;0;0;
20211220_161019.4959;62.1746;0;0;0.345213;0;0;
20211220_161019.5159;82.2293;0;0;0.345213;0;0;
20211220_161019.5425;108.7986;0;0;0.345213;0;0;
20211220_161019.5610;127.3477;0;0;0.345213;0;0;
20211220_161019.5891;155.4224;0;0;0.345213;0;0;
20211220_161019.6332;199.54;0;0;0.345213;0;0;
20211220_161019.6513;217.5884;0;0;0.3476356;0;0;
20211220_161019.6834;249.6734;0;0;0.3476356;0;0;
20211220_161019.7104;276.7449;0;0;0.3476356;0;0;
20211220_161019.7300;296.2968;0;0;0.3476356;0;0;
20211220_161019.7485;314.8479;0;0;0.3476356;0;0;
20211220_161019.7786;344.9262;0;0;0.3476356;0;0;
20211220_161019.8508;417.1188;0;0;0.3476356;0;0;
20211220_161019.8712;437.5678;0;0;0.3476356;0;0;
20211220_161019.8914;457.7392;0;0;0.3476356;0;0;
20211220_161019.9190;485.3159;0;0;0.3476356;0;0;
20211220_161019.9548;521.0999;0;0;0.3476356;0;0;
20211220_161019.9784;544.7451;0;0;0.3476356;0;0;
20211220_161019.9970;563.2952;0;0;0.3476356;0;0;
20211220_161020.0366;602.8997;0;0;0.3476356;0;0;
20211220_161020.0591;625.4601;0;0;0.3476356;0;0;
20211220_161020.0792;645.5125;0;0;0.3476356;0;0;
20211220_161020.1033;669.5764;0;0;0.3476356;0;0;
20211220_161020.1223;688.6269;0;0;0.3476356;0;0;
20211220_161020.1549;721.2151;0;0;0.3476356;0;0;
20211220_161020.1840;750.3642;0;0;0.3476356;0;0;
20211220_161020.2047;771.0453;0;0;0.3476356;0;0;
20211220_161020.2458;812.1558;0;0;0.3476356;0;0;
20211220_161020.2629;829.1713;0;0;0.3476356;0;0;
20211220_161020.2899;856.2444;0;0;0.3476356;0;0;
20211220_161020.3085;874.8229;0;0;0.3476356;0;0;
20211220_161020.3356;901.894;0;0;0.3476356;0;0;
20211220_161020.3531;919.4416;0;0;0.3476356;0;0;
20211220_161020.3717;937.9914;0;0;0.3476356;0;0;
20211220_161020.4027;969.0438;0;0;0.3476356;0;0;
20211220_161020.4439;1010.1834;0;0;0.3476356;0;0;
20211220_161020.4640;1030.2957;0;0;0.3476356;0;0;
20211220_161020.4961;1062.4125;0;0;0.3476356;0;0;
20211220_161020.5166;1082.9358;0;0;0.3476356;0;0;
20211220_161020.5412;1107.5029;0;0;0.3476356;0;0;
20211220_161020.5597;1126.0288;0;0;0.3476356;0;0;
20211220_161020.5918;1158.15;0;0;0.3476356;0;0;
20211220_161020.6494;1215.7687;0;0;0.3476356;0;0;
20211220_161020.6820;1248.3541;0;0;0.3476356;0;0;
20211220_161020.7021;1268.4075;0;0;0.3476356;0;0;
20211220_161020.7308;1297.1245;0;0;0.3476356;0;0;
20211220_161020.7575;1323.7881;0;0;0.3476356;0;0;
20211220_161020.7779;1344.2551;0;0;0.3476356;0;0;
20211220_161020.8110;1377.3143;0;0;0.3476356;0;0;
20211220_161020.8521;1418.4231;0;0;0.3476356;0;0;
20211220_161020.8742;1440.4787;0;0;0.3476356;0;0;
20211220_161020.9039;1470.1818;0;0;0.3476356;0;0;
20211220_161020.9334;1499.7307;0;0;0.3476356;0;0;
20211220_161020.9620;1528.3194;0;0;0.4356402;0;0;
20211220_161020.9965;1562.7883;0;0;0.4356402;0;0;
20211220_161021.0576;1623.9511;0;0;0.4356402;0;0;
20211220_161021.0914;1657.6789;0;0;0.4356402;0;0;
20211220_161021.1179;1684.25;0;0;0.4356402;0;0;
20211220_161021.1385;1704.7877;0;0;0.4356402;0;0;
20211220_161021.1670;1733.3593;0;0;0.4356402;0;0;
20211220_161021.1856;1751.8897;0;0;0.4356402;0;0;
20211220_161021.2161;1782.4707;0;0;0.4356402;0;0;
20211220_161021.2590;1825.362;0;0;0.4356402;0;0;
20211220_161021.2900;1856.3567;0;0;0.4356402;0;0;
20211220_161021.3101;1876.4097;0;0;0.4356402;0;0;
20211220_161021.3383;1904.638;0;0;0.4356402;0;0;
20211220_161021.3714;1937.7132;0;0;0.4356402;0;0;
20211220_161021.3914;1957.7665;0;0;0.4356402;0;0;
20211220_161021.4155;1981.8647;0;0;0.4356402;0;0;
20211220_161021.4612;2027.5272;0;0;0.416263;0;0;
20211220_161021.4973;2063.6539;0;0;0.416263;0;0;
20211220_161021.5279;2094.2046;0;0;0.416263;0;0;
20211220_161021.5588;2125.1492;0;0;0.416263;0;0;
20211220_161021.5885;2154.8131;0;0;0.416263;0;0;
20211220_161021.6221;2188.4293;0;0;0.416263;0;0;
20211220_161021.6658;2232.1073;0;0;0.416263;0;0;
20211220_161021.6849;2251.1872;0;0;0.416263;0;0;
20211220_161021.7154;2281.7399;0;0;0.416263;0;0;
20211220_161021.7483;2314.6257;0;0;0.416263;0;0;
20211220_161021.7768;2343.0755;0;0;0.416263;0;0;
20211220_161021.8094;2375.7687;0;0;0.416263;0;0;
20211220_161021.8666;2432.9502;0;0;0.416263;0;0;
20211220_161021.8848;2451.072;0;0;0.416263;0;0;
20211220_161021.9183;2484.6591;0;0;0.416263;0;0;
20211220_161021.9359;2502.2071;0;0;0.416263;0;0;
20211220_161021.9670;2533.3227;0;0;0.3807381;0;0;
20211220_161021.9915;2557.8591;0;0;0.3807381;0;0;
20211220_161022.0121;2578.4132;0;0;0.3807381;0;0;
20211220_161022.0322;2598.5348;0;0;0.3807381;0;0;
20211220_161022.0725;2638.7947;0;0;0.3807381;0;0;
20211220_161022.1051;2671.3818;0;0;0.3807381;0;0;
20211220_161022.1236;2689.9397;0;0;0.3807381;0;0;
20211220_161022.1537;2720.0204;0;0;0.3807381;0;0;
20211220_161022.1858;2752.1054;0;0;0.3807381;0;0;
20211220_161022.2129;2779.1926;0;0;0.3807381;0;0;
20211220_161022.2751;2841.3777;0;0;0.3807381;0;0;
20211220_161022.3102;2876.4811;0;0;0.3807381;0;0;
20211220_161022.3427;2909.0678;0;0;0.3807381;0;0;
20211220_161022.3718;2938.147;0;0;0.3807381;0;0;
20211220_161022.3924;2958.6997;0;0;0.3807381;0;0;
20211220_161022.4169;2983.2655;0;0;0.3807381;0;0;
20211220_161022.4340;3000.3103;0;0;0.3807381;0;0;
20211220_161022.4920;3058.3503;0;0;0.3783161;0;0;
